,뉴스제목,주가변동
7834,"대형기술주 동반약세 ""소비재 등으로 주도주 이동중""",0
7835,미·영 긴축에 기술주 급락···나스닥 2.47%↓,0
7836,지주사 전환 포스코 관심…'MBN' 올라탄 게임주 찾기 여전,0
7837,"코스피, 기관·외인 매수세에 3010선…산타 랠리 기대감",0
7838,美 휴장 앞두고 관망세…혼조,0
7839,외인·기관 '사자' 코스피 다시 삼천피…三電 '8만전자',0
7840,"코스피, 기관 매수에 3010선 회복…삼성전자는 '8만전자'",0
7841,외국인·기관 매수세에 1000선 안착,0
7842,"성탄절 연휴 앞두고 환율, 사흘째 하락",0
7843,美산타랠리에 日증시 상승세,0
7844,"'오미크론' 우려 완화 국면...3,020선까지 치고 들어온 코스피",0
7845,'코로나 치료제' 또 승인…원화도 산타랠리 지속 전망,0
7846,"산타 찾아온 美 증시, IT만 오르는 韓",0
7847,"""출구 나갈때 아니다"" 안도감 속 상승...테슬라 5%↑",0
7848,"美증시, 오미크론 넘어 '산타랠리'…文, 박근혜 사면할 듯",0
7849,잦아든 오미크론 우려에 S&P 0.62%↑···사상최고치,0
7850,국내 채권형펀드 5거래일간 약 1조8900억원 순유입,0
7851,올해 마지막 IPO '래몽래인' 검색 쑥…반도체株 관심 여전,0
7852,"코스피, 기관·외인 매수세에 3010선…산타 랠리 기대감",0
7853,美 휴장 앞두고 관망세…혼조,0
7854,외인·기관 '사자' 코스피 다시 삼천피…三電 '8만전자',0
7855,"코스피, 기관 매수에 3010선 회복…삼성전자는 '8만전자'",0
7856,외국인·기관 매수세에 1000선 안착,0
7857,"성탄절 연휴 앞두고 환율, 사흘째 하락",0
7858,美산타랠리에 日증시 상승세,0
7859,"'오미크론' 우려 완화 국면...3,020선까지 치고 들어온 코스피",0
7860,'코로나 치료제' 또 승인…원화도 산타랠리 지속 전망,0
7861,"산타 찾아온 美 증시, IT만 오르는 韓",0
7862,"""출구 나갈때 아니다"" 안도감 속 상승...테슬라 5%↑",0
7863,"美증시, 오미크론 넘어 '산타랠리'…文, 박근혜 사면할 듯",0
7864,잦아든 오미크론 우려에 S&P 0.62%↑···사상최고치,0
7865,국내 채권형펀드 5거래일간 약 1조8900억원 순유입,0
7866,올해 마지막 IPO '래몽래인' 검색 쑥…반도체株 관심 여전,0
7867,장 초반 일제히 상승세…독일 DAX 0.35%↑,0
7868,"마이크론, 5G·메타버스 시장 확대 수혜 기대",0
7869,"기관 순매수에 코스피 3020선 회복, 개인은 21년 만에 최대 3조 매도",0
7870,개인 3조 팔고vs 기관+외인 3조 사고…코스피 3020선 회복,0
7871,"日·中 동반 상승…닛케이, 美 강세에 2만9000선 돌파",0
7872,"코스피, 3020선 회복…개인은 3조 매도",0
7873,개미 1.1조 던졌지만…기관·외국인 '사자'에 상승,0
7874,개인 6거래일 연속 매도...코스피 장 초반 약보합,0
7875,美증시 산타랠리에…환율 1180원대 약보합 출발 전망,0
7876,크리스마스 마치고 반등한 뉴욕 증시…오미크론 우려 해소,0
7877,"""오미크론 결국 극복"" S&P '최고치'...기술주↑[뉴욕마감](종합)",0
7878,국내 채권형펀드 7거래일간 2조2300억원 순유입,0
7879,'오미크론 증상 경미' 뉴욕 증시 산타랠리...S&P 500 최고치 경신,0
7880,"'산타랠리'에 웃은 美 증시, S&P500 사상 최고…먹는 코로나 치료제 내달 도입",0
7881,"""오미크론 괜찮을 것"" 안도감 속 S&P '사상최고' 경신",0
7882,성탄절 이후 상승 마감,0
7883,장 초반 일제히 상승세…독일 DAX 0.35%↑,0
7884,"마이크론, 5G·메타버스 시장 확대 수혜 기대",0
7885,"기관 순매수에 코스피 3020선 회복, 개인은 21년 만에 최대 3조 매도",0
7886,개인 3조 팔고vs 기관+외인 3조 사고…코스피 3020선 회복,0
7887,"日·中 동반 상승…닛케이, 美 강세에 2만9000선 돌파",0
7888,"코스피, 3020선 회복…개인은 3조 매도",0
7889,개미 1.1조 던졌지만…기관·외국인 '사자'에 상승,0
7890,개인 6거래일 연속 매도...코스피 장 초반 약보합,0
7891,美증시 산타랠리에…환율 1180원대 약보합 출발 전망,0
7892,크리스마스 마치고 반등한 뉴욕 증시…오미크론 우려 해소,0
7893,"""오미크론 결국 극복"" S&P '최고치'...기술주↑[뉴욕마감](종합)",0
7894,국내 채권형펀드 7거래일간 2조2300억원 순유입,0
7895,'오미크론 증상 경미' 뉴욕 증시 산타랠리...S&P 500 최고치 경신,0
7896,"'산타랠리'에 웃은 美 증시, S&P500 사상 최고…먹는 코로나 치료제 내달 도입",0
7897,"""오미크론 괜찮을 것"" 안도감 속 S&P '사상최고' 경신",0
7898,성탄절 이후 상승 마감,0
7899,장 초반 보합…佛 0.15%↑,0
7900,배당락에 中봉쇄까지 코스피 2993선 후퇴…반도체株↓,0
7901,"코스피, 기관·외인 매도에 2990선 마감…배당락 영향",0
7902,"대만, 사흘 연속 사상 최고치",0
7903,"코스피, 배당락일 2990선 후퇴…기관·외인 '팔자'",0
7904,"연말 앞둔 네고 물량 우위…환율, 사흘만 하락",0
7905,배당락일 1.1조 쓸어담은 개미 덕에 '상승',0
7906,코로나 재확산에 日·中 하락세,0
7907,"배당락일 맞은 韓 증시...코스피, 현금배당락 지수는 웃돌아",0
7908,"위험선호 심리 둔화+강달러…환율, 사흘째 상승 예상",0
7909,"배당락일 맞은 코스피...증권가 ""1%대 하락세 전망""",0
7910,오미크론 우려에도 S&P' 장중 최고'...항공주↑[뉴욕마감](종합),0
7911,오늘 확진자 5000명대 전망…뉴욕증시는 '혼조' 마감,0
7912,S&P '장중 최고치'...오미크론 우려에도 항공주↑,0
7913,"뉴욕증시 '오미크론 파장' 주시 속 혼조세 마감....나스닥 0,56% ↓",0
7914,국내 채권형펀드 8거래일간 2조4220억원 순유입,0
7915,오미크론 우려 완화에 소폭 상승,0
7916,장 초반 보합…佛 0.15%↑,0
7917,배당락에 中봉쇄까지 코스피 2993선 후퇴…반도체株↓,0
7918,"코스피, 기관·외인 매도에 2990선 마감…배당락 영향",0
7919,"대만, 사흘 연속 사상 최고치",0
7920,"코스피, 배당락일 2990선 후퇴…기관·외인 '팔자'",0
7921,"연말 앞둔 네고 물량 우위…환율, 사흘만 하락",0
7922,배당락일 1.1조 쓸어담은 개미 덕에 '상승',0
7923,코로나 재확산에 日·中 하락세,0
7924,"배당락일 맞은 韓 증시...코스피, 현금배당락 지수는 웃돌아",0
7925,"위험선호 심리 둔화+강달러…환율, 사흘째 상승 예상",0
7926,"배당락일 맞은 코스피...증권가 ""1%대 하락세 전망""",0
7927,오미크론 우려에도 S&P' 장중 최고'...항공주↑[뉴욕마감](종합),0
7928,오늘 확진자 5000명대 전망…뉴욕증시는 '혼조' 마감,0
7929,S&P '장중 최고치'...오미크론 우려에도 항공주↑,0
7930,"뉴욕증시 '오미크론 파장' 주시 속 혼조세 마감....나스닥 0,56% ↓",0
7931,국내 채권형펀드 8거래일간 2조4220억원 순유입,0
7932,오미크론 우려 완화에 소폭 상승,0
7933,연초 상승랠리 지속…유로스톡스50 0.43%↑,0
7934,"델, 코로나 특수에 1년새 주가 2배로",0
7935,"코스피, 2980선 마감…개인·외국인 순매수",0
7936,코스피 강보합 2989선 마감…4일째 '개인 사자vs 기관 팔자',0
7937,"코스피, 기관 차익실현 매물에…2980선 보합",0
7938,1190원대 초중반 안착…네고+당국 경계에 2원 가량 상승,0
7939,'새해 첫 거래' 日증시 1.77% 상승,0
7940,9거래일 연속 상승 피로…1030선 하락,0
7941,새해 첫날 美 증시 훈풍에도 온기 없는 코스피,0
7942,美 주가·금리 동반 급등…환율 1190원대 중후반 예상,0
7943,"美증시, 애플·테슬라 훈풍…韓증시 실적장세 진입 전망",0
7944,애플 '시총 3조$'도 넘었다…새해 첫날 퍼진 낙관론 [뉴욕마감](종합),0
7945,국내 채권형펀드 2거래일간 4473억원 순유입,0
7946,"애플, 장중 시총 3조달러 돌파 …뉴욕증시, 새해 첫 거래일 상승 마감",0
7947,"""코로나 이길것"" 새해 첫날↑...애플 3조弗 돌파",0
7948,애플 장중 시총 3조달러·테슬라 13.5%↑···나스닥도 1.2% 상승,0
7949,새해 첫 거래일 일제히 상승,0
7950,연초 상승랠리 지속…유로스톡스50 0.43%↑,0
7951,"델, 코로나 특수에 1년새 주가 2배로",0
7952,"코스피, 2980선 마감…개인·외국인 순매수",0
7953,코스피 강보합 2989선 마감…4일째 '개인 사자vs 기관 팔자',0
7954,"코스피, 기관 차익실현 매물에…2980선 보합",0
7955,1190원대 초중반 안착…네고+당국 경계에 2원 가량 상승,0
7956,'새해 첫 거래' 日증시 1.77% 상승,0
7957,9거래일 연속 상승 피로…1030선 하락,0
7958,새해 첫날 美 증시 훈풍에도 온기 없는 코스피,0
7959,美 주가·금리 동반 급등…환율 1190원대 중후반 예상,0
7960,"美증시, 애플·테슬라 훈풍…韓증시 실적장세 진입 전망",0
7961,애플 '시총 3조$'도 넘었다…새해 첫날 퍼진 낙관론 [뉴욕마감](종합),0
7962,국내 채권형펀드 2거래일간 4473억원 순유입,0
7963,"애플, 장중 시총 3조달러 돌파 …뉴욕증시, 새해 첫 거래일 상승 마감",0
7964,"""코로나 이길것"" 새해 첫날↑...애플 3조弗 돌파",0
7965,애플 장중 시총 3조달러·테슬라 13.5%↑···나스닥도 1.2% 상승,0
7966,새해 첫 거래일 일제히 상승,0
7967,연초 상승랠리 이어가…英 FTSE 0.27% ↑,0
7968,코스피 2950선 후퇴…기관 1조원 매도·美금리 인상 부담,0
7969,中 알리바바 등에 반독점 벌금…중국증시 하락,0
7970,코스피 1.2% 하락 2950선…기관 5일 연속 '팔자',0
7971,1200원 목전까지 오른 환율…석 달여만에 최고,0
7972,"코스피, 차익거래 물량 출회에 1.2%↓",0
7973,외인·기관 팔자에 2% 하락…1010선 붕괴,0
7974,日 토요타 미국 1위 소식에 자동차주↑,0
7975,"경기회복 기대에 달러화 강세 배팅…환율, 1200원 상승 시도하나",0
7976,"美기술주 약세에 코스피 하락 출발 전망...""실적 개선주 중심 대응 유효""",0
7977,"美증시 다우지수 또 '신고점'…윤석열, 김종인과 결별할 듯",0
7978,美 국채금리 급등에 혼조…테슬라↓·JP모건↑,0
7979,국내 채권형펀드 3거래일간 5177억원 순유입,0
7980,다우 0.59%↑ 사상 최고···나스닥은 금리상승에 1.33%↓,0
7981,오미크론 우려 완화 속 상승,0
7982,연초 상승랠리 이어가…英 FTSE 0.27% ↑,0
7983,코스피 2950선 후퇴…기관 1조원 매도·美금리 인상 부담,0
7984,中 알리바바 등에 반독점 벌금…중국증시 하락,0
7985,코스피 1.2% 하락 2950선…기관 5일 연속 '팔자',0
7986,1200원 목전까지 오른 환율…석 달여만에 최고,0
7987,"코스피, 차익거래 물량 출회에 1.2%↓",0
7988,외인·기관 팔자에 2% 하락…1010선 붕괴,0
7989,日 토요타 미국 1위 소식에 자동차주↑,0
7990,"경기회복 기대에 달러화 강세 배팅…환율, 1200원 상승 시도하나",0
7991,"美기술주 약세에 코스피 하락 출발 전망...""실적 개선주 중심 대응 유효""",0
7992,"美증시 다우지수 또 '신고점'…윤석열, 김종인과 결별할 듯",0
7993,美 국채금리 급등에 혼조…테슬라↓·JP모건↑,0
7994,국내 채권형펀드 3거래일간 5177억원 순유입,0
7995,다우 0.59%↑ 사상 최고···나스닥은 금리상승에 1.33%↓,0
7996,오미크론 우려 완화 속 상승,0
7997,장 초반 보합…英 FTSE 0.09% ↑,0
7998,美 조기 긴축 우려에 발목 잡힌 증시,0
7999,'외인 사자' 코스피 1.2% 반등 2950선 마감…三電 1.8% 상승,0
8000,반도체 대장주의 힘…코스피 사흘 만에 반등,0
8001,"강달러 숨고르기에…환율, 1201.05원으로 강보합",0
8002,"코스피, 외인 6000억원 순매수에 상승...삼성전자 강세",0
8003,개인·외인 사자에 1%대 상승…‘995선’,0
8004,美 12월 고용 보고서 발표 앞두고 혼조세,0
8005,"美연준 긴축 우려 지속…환율, 1200원대 추가 상향 테스트",0
8006,눈치보는 美증시…연준 '조기긴축' 예고에 이틀째 하락,0
8007,국내 채권형펀드 하루새 789억원 순유출,0
8008,"뉴욕증시, Fed 긴축 부담에↓…식당·카페 방역패스 집행정지 심문 열린다",0
8009,계속되는 연준 긴축 여파···나스닥 0.13%↓,0
8010,미국 조기 긴축 가능성에 일제히 하락,0
8011,장 초반 보합…英 FTSE 0.09% ↑,0
8012,美 조기 긴축 우려에 발목 잡힌 증시,0
8013,'외인 사자' 코스피 1.2% 반등 2950선 마감…三電 1.8% 상승,0
8014,반도체 대장주의 힘…코스피 사흘 만에 반등,0
8015,"강달러 숨고르기에…환율, 1201.05원으로 강보합",0
8016,"코스피, 외인 6000억원 순매수에 상승...삼성전자 강세",0
8017,개인·외인 사자에 1%대 상승…‘995선’,0
8018,美 12월 고용 보고서 발표 앞두고 혼조세,0
8019,"美연준 긴축 우려 지속…환율, 1200원대 추가 상향 테스트",0
8020,눈치보는 美증시…연준 '조기긴축' 예고에 이틀째 하락,0
8021,국내 채권형펀드 하루새 789억원 순유출,0
8022,"뉴욕증시, Fed 긴축 부담에↓…식당·카페 방역패스 집행정지 심문 열린다",0
8023,계속되는 연준 긴축 여파···나스닥 0.13%↓,0
8024,미국 조기 긴축 가능성에 일제히 하락,0
8025,일제히 강보합세 출발…독일 DAX 0.63%↑,0
8026,美 훈풍에 급등…日닛케이 1.92%↑,0
8027,"코스피 1.5% 오른 2970선 마감…""美 긴축 우려 완화""",0
8028,코스피 2970선 회복…美 긴축 우려 완화 영향,0
8029,"코스피, 긴축 우려 완화에 1.5% 상승",0
8030,"위험선호 심리 재개…환율, 사흘째 하락",0
8031,돌아온 기관…3거래일 만에 990선 탈환,0
8032,美 오르니…日·홍콩도 따라서 훨훨,0
8033,"코스피 1%올라 2,960선 문턱 ...네이버·카카오 2~3%대 반등",0
8034,"파월發 안도랠리…환율, 1180원대 하향 시도",0
8035,"파월 덜 매파 발언에 美증시 일제히 상승...""코스피 반등 무게""",0
8036,"겁냈던 증시, '파월 한말씀' 뒤 급반등…에너지주 강세[뉴욕마감](종합)",0
8037,"뉴욕증시, 파월發 상승…코로나 '먹는치료제' 도입 계획 발표",0
8038,"""금리인상 예상수준"" 안도 속 반등... 루시드 9%↑",0
8039,국내 채권형펀드 2거래일간 2200억 순유출,0
8040,파월 발언에 안도한 시장···나스닥 1.41%↑,0
8041,기술주 저가매수에 상승세…실적 기대감도,0
8042,일제히 강보합세 출발…독일 DAX 0.63%↑,0
8043,美 훈풍에 급등…日닛케이 1.92%↑,0
8044,"코스피 1.5% 오른 2970선 마감…""美 긴축 우려 완화""",0
8045,코스피 2970선 회복…美 긴축 우려 완화 영향,0
8046,"코스피, 긴축 우려 완화에 1.5% 상승",0
8047,"위험선호 심리 재개…환율, 사흘째 하락",0
8048,돌아온 기관…3거래일 만에 990선 탈환,0
8049,美 오르니…日·홍콩도 따라서 훨훨,0
8050,"코스피 1%올라 2,960선 문턱 ...네이버·카카오 2~3%대 반등",0
8051,"파월發 안도랠리…환율, 1180원대 하향 시도",0
8052,"파월 덜 매파 발언에 美증시 일제히 상승...""코스피 반등 무게""",0
8053,"겁냈던 증시, '파월 한말씀' 뒤 급반등…에너지주 강세[뉴욕마감](종합)",0
8054,"뉴욕증시, 파월發 상승…코로나 '먹는치료제' 도입 계획 발표",0
8055,"""금리인상 예상수준"" 안도 속 반등... 루시드 9%↑",0
8056,국내 채권형펀드 2거래일간 2200억 순유출,0
8057,파월 발언에 안도한 시장···나스닥 1.41%↑,0
8058,기술주 저가매수에 상승세…실적 기대감도,0
8059,코스피 2960선 하락 마감…기관 매도 영향,0
8060,日·中에 퍼진 코로나 경계감…동반 하락,0
8061,'기관·개인 팔자' 코스피 2960선 후퇴…코스닥 0.8%↓,0
8062,"사그라든 달러 강세…환율, 작년말 이후 처음으로 1180원대",0
8063,"코스피, 외인 순매수에 약보합",0
8064,외국인·기관 동반 '팔자'에 980선 후퇴,0
8065,'신규 확진 1만명대' 日증시 하락세,0
8066,美 증시 이틀 연속 강세에도 웃지 못한  코스피,0
8067,물가 상승에도 나아간 美증시…국내에도 훈풍 불까,0
8068,예견했던 美물가지표…환율 1180원대 중후반 전망,0
8069,"39년래 '인플레 최고'에도 증시↑...""이미 예상""[뉴욕마감](종합)",0
8070,국내 채권형펀드 3거래일간 3750억 순유출,0
8071,"뉴욕증시, 물가 급등에도 상승…'오징어게임' SAG 4개 후보",0
8072,'역사적 인플레'에도  美증시 UP...대형기술주↑,0
8073,7% CPI에도 “예상 수준”···나스닥 0.23%↑,0
8074,미 물가 급등에도 일제히 상승,0
8075,코스피 2960선 하락 마감…기관 매도 영향,0
8076,日·中에 퍼진 코로나 경계감…동반 하락,0
8077,'기관·개인 팔자' 코스피 2960선 후퇴…코스닥 0.8%↓,0
8078,"사그라든 달러 강세…환율, 작년말 이후 처음으로 1180원대",0
8079,"코스피, 외인 순매수에 약보합",0
8080,외국인·기관 동반 '팔자'에 980선 후퇴,0
8081,'신규 확진 1만명대' 日증시 하락세,0
8082,美 증시 이틀 연속 강세에도 웃지 못한  코스피,0
8083,물가 상승에도 나아간 美증시…국내에도 훈풍 불까,0
8084,예견했던 美물가지표…환율 1180원대 중후반 전망,0
8085,"39년래 '인플레 최고'에도 증시↑...""이미 예상""[뉴욕마감](종합)",0
8086,국내 채권형펀드 3거래일간 3750억 순유출,0
8087,"뉴욕증시, 물가 급등에도 상승…'오징어게임' SAG 4개 후보",0
8088,'역사적 인플레'에도  美증시 UP...대형기술주↑,0
8089,7% CPI에도 “예상 수준”···나스닥 0.23%↑,0
8090,미 물가 급등에도 일제히 상승,0
8091,일제히 하락 출발…英 FTSE 0.13%↓,0
8092,美 여파로 하락…낙폭은 줄였다,0
8093,"'매파' 연준에도 弱달러…환율, 1180원대 약보합",0
8094,코스피 1% 넘게 하락…주저앉은 시총 상위株,0
8095,코스피 1.4%↓ 2920선 후퇴…대형주 일제히 '뚝',0
8096,기준금리 인상에 코스피 2920선 밀려…1.3%↓,0
8097,971선 하락…시총 상위주 일제히 약세,0
8098,변동성 커진 증시…일제히 하락,0
8099,美 연준發 금리인상 우려에 얼어 붙은 코스피,0
8100,커지는 밸류에이션 부담…뉴욕 증시 모두 하락 마감,0
8101,"레이너드 '매파' 발언, 위험선호 제동…환율, 1180원대서 등락",0
8102,"불안감 커진 증시…전기차·기술주 '휘청', 나스닥 2.5% 급락",0
8103,"뉴욕증시, 금리인상 우려에 하락…北, 미국 제재에 반발",0
8104,국내 채권형펀드 하루새 1140억원 순유입,0
8105,"""금리인상 부담"" 나스닥 2.5% 급락...테슬라 6.7%↓",0
8106,“이번엔 못 피했다”···기술주 하락에 나스닥 2.51%↓,0
8107,인플레이션·오미크론 우려 속 혼조세,0
8108,시총 100조 전망도…'공모 최대어' LG엔솔에 뜨거운 관심,0
8109,일제히 하락 출발…英 FTSE 0.13%↓,0
8110,美 여파로 하락…낙폭은 줄였다,0
8111,"'매파' 연준에도 弱달러…환율, 1180원대 약보합",0
8112,코스피 1% 넘게 하락…주저앉은 시총 상위株,0
8113,코스피 1.4%↓ 2920선 후퇴…대형주 일제히 '뚝',0
8114,기준금리 인상에 코스피 2920선 밀려…1.3%↓,0
8115,971선 하락…시총 상위주 일제히 약세,0
8116,변동성 커진 증시…일제히 하락,0
8117,美 연준發 금리인상 우려에 얼어 붙은 코스피,0
8118,커지는 밸류에이션 부담…뉴욕 증시 모두 하락 마감,0
8119,"레이너드 '매파' 발언, 위험선호 제동…환율, 1180원대서 등락",0
8120,"불안감 커진 증시…전기차·기술주 '휘청', 나스닥 2.5% 급락",0
8121,"뉴욕증시, 금리인상 우려에 하락…北, 미국 제재에 반발",0
8122,국내 채권형펀드 하루새 1140억원 순유입,0
8123,"""금리인상 부담"" 나스닥 2.5% 급락...테슬라 6.7%↓",0
8124,“이번엔 못 피했다”···기술주 하락에 나스닥 2.51%↓,0
8125,인플레이션·오미크론 우려 속 혼조세,0
8126,시총 100조 전망도…'공모 최대어' LG엔솔에 뜨거운 관심,0
8127,한달여만에 2900선 깨진 코스피…LG엔솔 공모도 악재된 듯,0
8128,"'바닥 찍었나' 저가매수 쏟아진 日, 금리인하에 웃은 中",0
8129,코스피 1% 하락 2900선 무너져…외인·기관 '동반 매도',0
8130,"美긴축+中악재에 국내증시 1%대 하락…환율, 엿새 만에 상승",0
8131,"코스피, 외인·기관 동반매도에 2900선 붕괴",0
8132,2거래일 연속 1%대 낙폭…‘950선’,0
8133,日·中 나란히 상승,0
8134,"1.7%대 후반 오른 美국채 10년물…환율, 사흘만 1190원대 전망",0
8135,"쪼그라든 위험자산 투심…코스피, 2900선 '위태'",0
8136,국내 채권형펀드 하루새 1600억원 순유출,0
8137,"""50만원 간다""…어닝 슈퍼맨 LG이노텍의 이유있는 질주",0
8138,한달여만에 2900선 깨진 코스피…LG엔솔 공모도 악재된 듯,0
8139,"'바닥 찍었나' 저가매수 쏟아진 日, 금리인하에 웃은 中",0
8140,코스피 1% 하락 2900선 무너져…외인·기관 '동반 매도',0
8141,"美긴축+中악재에 국내증시 1%대 하락…환율, 엿새 만에 상승",0
8142,"코스피, 외인·기관 동반매도에 2900선 붕괴",0
8143,2거래일 연속 1%대 낙폭…‘950선’,0
8144,日·中 나란히 상승,0
8145,"1.7%대 후반 오른 美국채 10년물…환율, 사흘만 1190원대 전망",0
8146,"쪼그라든 위험자산 투심…코스피, 2900선 '위태'",0
8147,국내 채권형펀드 하루새 1600억원 순유출,0
8148,"""50만원 간다""…어닝 슈퍼맨 LG이노텍의 이유있는 질주",0
8149,"LG엔솔 청약 첫날, 유가증권시장 시총 상위주 ‘우수수’",0
8150,"中 상하이, 통화완화 기대에 홀로 상승",0
8151,코스피 4일째 하락 2860선…에코프로비엠 코스닥 1위 등극,0
8152,"율, 하루만에 하락 반전…""엔솔 청약에 외국인 원화 수요 증가""",0
8153,코스피 2860선 하락…2차전지 관련주↑,0
8154,외국인·기관 동반 매도에 940선 '턱걸이',0
8155,국내 채권형펀드 2거래일간 2500억원 자금 순유출,0
8156,코로나 재확산에도 일제히 상승,0
8157,"코스피 반발 매수에 힘입어 2,900선 회복",0
8158,"달러 강세 vs 위안화 강세…환율, 1190원선 공방전",0
8159,실적 호전 종목 반발 매수…LG IPO 수급불안 상단 제한,0
8160,文 방문 UAE 국제공항 피격…LG엔솔 일반청약 돌입,0
8161,중국 GDP 증가율 주시 속 일제히 상승,0
8162,"LG엔솔 청약 첫날, 유가증권시장 시총 상위주 ‘우수수’",0
8163,"中 상하이, 통화완화 기대에 홀로 상승",0
8164,코스피 4일째 하락 2860선…에코프로비엠 코스닥 1위 등극,0
8165,"율, 하루만에 하락 반전…""엔솔 청약에 외국인 원화 수요 증가""",0
8166,코스피 2860선 하락…2차전지 관련주↑,0
8167,외국인·기관 동반 매도에 940선 '턱걸이',0
8168,국내 채권형펀드 2거래일간 2500억원 자금 순유출,0
8169,코로나 재확산에도 일제히 상승,0
8170,"코스피 반발 매수에 힘입어 2,900선 회복",0
8171,"달러 강세 vs 위안화 강세…환율, 1190원선 공방전",0
8172,실적 호전 종목 반발 매수…LG IPO 수급불안 상단 제한,0
8173,文 방문 UAE 국제공항 피격…LG엔솔 일반청약 돌입,0
8174,중국 GDP 증가율 주시 속 일제히 상승,0
8175,장초반 대체로 상승세…英 FTSE 0.28%↑,0
8176,"""中 경기 살리려나봐""…쏟아진 매수 주문에 항셍지수 3%↑",0
8177,코스피 6거래일 만에 상승 마감…LG화학도 반등,0
8178,코스피 2860선 회복…기관·개인 '동반 매수',0
8179,"코스피, 개인·기관 매수에 2860선 회복…6일 만에 반등",0
8180,"강달러 전환+결제수요에 상승 전환…환율, 1190원대 강보합",0
8181,IT·2차전지株 강세에 2%대 상승…‘958선’,0
8182,"美 급락에도 뛴 日, '경제 살리기'로 뜬 중화권",0
8183,"코스피 2,840선 보합...금리 우려 여",0
8184,"美증시, 금리 진정에도 '흔들'…韓증시 반등도 '글쎄'",0
8185,"강달러 진정…환율, 나흘 만에 1190원 하향 이탈 시도",0
8186,"'-10%' 나스닥 조정장 진입…""시장 긴장하고 있다"" [뉴욕마감](종합)",0
8187,국내 채권형펀드 하루새 1200억원 순유입,0
8188,"뉴욕증시 3대 지수 일제히 하락 마감…北 ""대미 신뢰조치 전면재고""",0
8189,"기술주 약세, 나스닥 ""조정장 진입""...테슬라 3%↓",0
8190,상승에 나스닥 -1.15%···조정장 진입,0
8191,인플레 우려에도 상승 마감,0
8192,장초반 대체로 상승세…英 FTSE 0.28%↑,0
8193,"""中 경기 살리려나봐""…쏟아진 매수 주문에 항셍지수 3%↑",0
8194,코스피 6거래일 만에 상승 마감…LG화학도 반등,0
8195,코스피 2860선 회복…기관·개인 '동반 매수',0
8196,"코스피, 개인·기관 매수에 2860선 회복…6일 만에 반등",0
8197,"강달러 전환+결제수요에 상승 전환…환율, 1190원대 강보합",0
8198,IT·2차전지株 강세에 2%대 상승…‘958선’,0
8199,"美 급락에도 뛴 日, '경제 살리기'로 뜬 중화권",0
8200,"코스피 2,840선 보합...금리 우려 여",0
8201,"美증시, 금리 진정에도 '흔들'…韓증시 반등도 '글쎄'",0
8202,"강달러 진정…환율, 나흘 만에 1190원 하향 이탈 시도",0
8203,"'-10%' 나스닥 조정장 진입…""시장 긴장하고 있다"" [뉴욕마감](종합)",0
8204,국내 채권형펀드 하루새 1200억원 순유입,0
8205,"뉴욕증시 3대 지수 일제히 하락 마감…北 ""대미 신뢰조치 전면재고""",0
8206,"기술주 약세, 나스닥 ""조정장 진입""...테슬라 3%↓",0
8207,상승에 나스닥 -1.15%···조정장 진입,0
8208,인플레 우려에도 상승 마감,0
8209,장 초반 일제히 하락…英 0.90%↓,0
8210,코스피 1% 하락 2830선 마감…1년1개월만에 최저,0
8211,코스피 2830선 하락…2020년 12월 이후 최저,0
8212,美 긴축 우려에…日닛케이 0.90% 하락,0
8213,"FOMC 앞두고 위험회피…환율, 사흘째 1190원대 상승",0
8214,코스피 2830선 하락…외인 매도에 반도체株 약세,0
8215,반등 하루 만에 940선 털썩,0
8216,긴축 불안·오미크론 겹악재…닛케이 1.42%↓,0
8217,"조정세 접어든 美 증시에 코스피, 2,840선 등락 거듭",0
8218,"맥 못추는 뉴욕증시…환율, 사흘째 상승 예상",0
8219,장 막판 매도 '변동성 장세'...펠로톤 24% 급락[뉴욕마감](종합),0
8220,국내 채권형펀드 2거래일간 3000억원 순유입,0
8221,'장 막판 매도 몰려' 변동성↑...펠로톤 24% 급락,0
8222,"'투매행렬' 뉴욕증시, 와르르…오늘 신규확진 7000명 넘을 듯",0
8223,계속되는 공포···나스닥 2.1% 상승서 -1.3% 마감,0
8224,항공·여행주 주도로 상승,0
8225,"'국민 공모주' LG엔솔, 분식회계 의혹 셀트리온 뜨거운 관심",0
8226,장 초반 일제히 하락…英 0.90%↓,0
8227,코스피 1% 하락 2830선 마감…1년1개월만에 최저,0
8228,코스피 2830선 하락…2020년 12월 이후 최저,0
8229,美 긴축 우려에…日닛케이 0.90% 하락,0
8230,"FOMC 앞두고 위험회피…환율, 사흘째 1190원대 상승",0
8231,코스피 2830선 하락…외인 매도에 반도체株 약세,0
8232,반등 하루 만에 940선 털썩,0
8233,긴축 불안·오미크론 겹악재…닛케이 1.42%↓,0
8234,"조정세 접어든 美 증시에 코스피, 2,840선 등락 거듭",0
8235,"맥 못추는 뉴욕증시…환율, 사흘째 상승 예상",0
8236,장 막판 매도 '변동성 장세'...펠로톤 24% 급락[뉴욕마감](종합),0
8237,국내 채권형펀드 2거래일간 3000억원 순유입,0
8238,'장 막판 매도 몰려' 변동성↑...펠로톤 24% 급락,0
8239,"'투매행렬' 뉴욕증시, 와르르…오늘 신규확진 7000명 넘을 듯",0
